"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18078820802123218,17841429857362439,paulistaof,"Paulistão F Petrobras","DIA DE JOGÃO!
Corinthians e São Paulo entram em campo neste sábado no Superclássico Sicredi da rodada. Quem vai levar a melhor? 
#PaulistãoFemininoSicredi",0,"10/31/2025 20:05",https://www.instagram.com/p/DQfzImpjcQn/,"Imagem do Instagram",,Total,39884,24330,1316,34,77,12,18
18049163207375935,17841429857362439,paulistaof,"Paulistão F Petrobras","OLHA ELA AÍ!
A classificação ficou assim ao término dos jogos desta sexta-feira.
#PaulistãoFemininoSicredi",0,"10/31/2025 19:23",https://www.instagram.com/p/DQfzdyIieWB/,"Imagem do Instagram",,Total,25689,13626,740,256,11,1,8
18516567130067710,17841429857362439,paulistaof,"Paulistão F Petrobras","A sexta-feira de Paulistão Feminino Sicredi foi toda dos mandantes.
#PaulistãoFemininoSicredi",0,"10/31/2025 19:17",https://www.instagram.com/p/DQfywlUDCnV/,"Imagem do Instagram",,Total,9688,3968,108,1,0,0,0
17910844053251646,17841429857362439,paulistaof,"Paulistão F Petrobras","VITÓRIA VERDE!
Fe Palermo marca e garante os três pontos para o Palmeiras!
#PaulistãoFemininoSicredi
📷Guilherme Veiga/Ag. Paulistão",0,"10/31/2025 19:05",https://www.instagram.com/p/DQfxZs_ER9d/,"Carrossel do Instagram",,Total,13038,2623,379,9,0,3,1
18025155788756807,17841429857362439,paulistaof,"Paulistão F Petrobras","PLACAR ZERADO!
Nada de gols no primeiro tempo da Arena Barueri.
#PaulistãoFemininoSicredi
📷Guilherme Veiga/Ag. Paulistão",0,"10/31/2025 17:54",https://www.instagram.com/p/DQfpR33ji2u/,"Imagem do Instagram",,Total,6243,1990,94,0,0,0,1
18070288979052347,17841429857362439,paulistaof,"Paulistão F Petrobras","NOITE DE ESTREIA!
A treinadora Rosana Augusto faz nesta sexta-feira seu primeiro jogo no comando do Palmeiras.
#PaulistãoFemininoSicredi 
📷Guilherme Veiga/Ag. Paulistão",0,"10/31/2025 17:21",https://www.instagram.com/p/DQfljgKDhL_/,"Imagem do Instagram",,Total,25807,8950,682,0,6,6,6
17994535604847742,17841429857362439,paulistaof,"Paulistão F Petrobras","PARTIU!
A Arena Barueri recebe o jogão entre Palmeiras e Red Bull Bragantino!
#PaulistãoFemininoSicredi
📷Guilherme Veiga/Ag. Paulistão",0,"10/31/2025 16:30",https://www.instagram.com/p/DQffqTHDDxP/,"Carrossel do Instagram",,Total,4334,1191,79,0,0,1,0
18190092514330063,17841429857362439,paulistaof,"Paulistão F Petrobras","QUE GOLAÇO!
A Lary Vasconcellos viu o posicionamento da goleira do Taubaté e arriscou de longe pra fazer um lindo gol pras Sereias da Vila!
#PaulistãoFemininoSicredi",21,"10/31/2025 16:09",https://www.instagram.com/reel/DQfdNyxgkBF/,"Reel do Instagram",,Total,60311,36951,3138,249,10,70,30
17887460499384868,17841429857362439,paulistaof,"Paulistão F Petrobras","SEREIAS NA FRENTE!
O Santos vai para o intervalo com a vantagem no placar.
#PaulistãoFemininoSicredi 
📷Rafael Assunção/Ag. Paulistão",0,"10/31/2025 15:53",https://www.instagram.com/p/DQfbfsPF4hs/,"Imagem do Instagram",,Total,4567,1426,80,0,0,1,1
18110582200514467,17841429857362439,paulistaof,"Paulistão F Petrobras","TOME GOLAÇO!
A zaga do Taubaté deu espaço e a Nath Pitbull mandou pra rede! Pega só o voleio da camisa 5 das Sereias da Vila!
#PaulistãoFemininoSicredi",28,"10/31/2025 15:35",https://www.instagram.com/reel/DQfZR3aEl6T/,"Reel do Instagram",,Total,30653,21207,1112,13,6,33,7
18096614707779718,17841429857362439,paulistaof,"Paulistão F Petrobras","AQUECIMENTO FINALIZADO!
Bora pro jogo!
#PaulistãoFemininoSicredi
📷Rafael Assunção/Ag. Paulistão",0,"10/31/2025 14:52",https://www.instagram.com/p/DQfUcM1AI3U/,"Carrossel do Instagram",,Total,4150,1131,61,0,0,0,2
18133265266474081,17841429857362439,paulistaof,"Paulistão F Petrobras","SEXTAMOS, HEIN!
Pra começar os trabalhos do fim de semana, que tal um Santos e Taubaté pelo Paulistão Feminino Sicredi? Só bora!
#PaulistãoFemininoSicredi
📷Rafael Assunção/Ag. Paulistão",0,"10/31/2025 14:20",https://www.instagram.com/p/DQfQykTj6G-/,"Carrossel do Instagram",,Total,4155,1150,64,4,0,0,0
18094324015804522,17841429857362439,paulistaof,"Paulistão F Petrobras","SEM SUSTOS!
Palmeiras e Red Bull Bragantino comemoram o Dia das Bruxas em campo pelo Paulistão Feminino Sicredi 👻
#PaulistãoFemininoSicredi",0,"10/31/2025 13:00",https://www.instagram.com/p/DQfCiBukvM9/,"Imagem do Instagram",,Total,7309,3136,197,7,1,3,1
18045173423446074,17841429857362439,paulistaof,"Paulistão F Petrobras","GOSTOSURAS OU TRAVESSURAS?
Nada disso! É dia de #PaulistãoFemininoSicredi por aqui 🎃",0,"10/31/2025 11:00",https://www.instagram.com/p/DQe0x5yEmtG/,"Imagem do Instagram",,Total,7423,3245,94,14,0,0,0
18046094441405653,17841429857362439,paulistaof,"Paulistão F Petrobras","ESCOLHA SEU FEITIÇO!🧙‍♀️
Nada como comemorar o #DiaDasBruxas com dose dupla no Paulistão Feminino Sicredi!
#PaulistãoFemininoSicredi",0,"10/31/2025 06:00",https://www.instagram.com/p/DQeSf2JDcMZ/,"Imagem do Instagram",,Total,8496,3672,169,6,3,1,4
18044629274436430,17841429857362439,paulistaof,"Paulistão F Petrobras","O TERCEIRO TÍTULO DO BOTUCATU! 🏆✨
No dia 31 de outubro de 2009, o Botucatu conquistava sua terceira taça do Maior Estadual do Brasil!
#BaúDoPaulistãoFeminino",0,"10/31/2025 04:00",https://www.instagram.com/p/DQeEwN9Dcvu/,"Imagem do Instagram",,Total,33498,17146,393,44,8,20,14
18079969237877031,17841429857362439,paulistaof,"Paulistão F Petrobras","CRAQUE DO JOGO! 🏆
Monique marcou seus dois primeiros gols no profissional da Ferroviária e levou o troféu de #CraqueDoJogo pra casa! #PaulistãoFemininoSicredi #Betano
📷 Douglas Moreti/Ag. Paulistão",0,"10/29/2025 14:16",https://www.instagram.com/p/DQaGrC6k6tP/,"Imagem do Instagram",,Total,10777,5495,109,23,1,7,0
18110788549582701,17841429857362439,paulistaof,"Paulistão F Petrobras","GOLEADA DA FERRINHA! 🔥
As Guerreiras Grenás venceram o Realidade Jovem por 7 a 0 pela 11ª rodada do #PaulistãoFemininoSicredi!
📷 Douglas Moreti/Ag. Paulistão",0,"10/29/2025 14:08",https://www.instagram.com/p/DQaF6dxDouj/,"Carrossel do Instagram",,Total,9827,3391,174,10,1,1,1
18076558642935896,17841429857362439,paulistaof,"Paulistão F Petrobras","Vendito entrou no 2º tempo e deu o nome na goleada da Ferroviária! 🔥😮‍💨 #PaulistãoFemininoSicredi",30,"10/29/2025 14:05",https://www.instagram.com/reel/DQaFcfxATuU/,"Reel do Instagram",,Total,17533,11965,441,11,1,7,7
18080519941875497,17841429857362439,paulistaof,"Paulistão F Petrobras","MICAELLY AMPLIA! 👏
Sofreu o pênalti e chamou a responsa! #PaulistãoFemininoSicredi",16,"10/29/2025 13:59",https://www.instagram.com/reel/DQaEr5sFEXP/,"Reel do Instagram",,Total,11423,7687,279,4,0,0,4
17967130724823562,17841429857362439,paulistaof,"Paulistão F Petrobras","GOLEADA DA FERRINHA! 🔥
Zagueira artilheira, Monique faz mais um pras Guerreiras Grenás! #PaulistãoFemininoSicredi",32,"10/29/2025 13:42",https://www.instagram.com/reel/DQaCw1qj33a/,"Reel do Instagram",,Total,26534,16785,718,14,3,8,10
17865935172473123,17841429857362439,paulistaof,"Paulistão F Petrobras","LOGO NO COMECINHO! 😮‍💨
A Ferroviária precisou de 40 segundos do 2º tempo pra fazer o 3º no jogo! #PaulistãoFemininoSicredi",26,"10/29/2025 13:18",https://www.instagram.com/reel/DQZ__ZdEuR3/,"Reel do Instagram",,Total,11747,7895,331,3,0,5,1
18091893010886719,17841429857362439,paulistaof,"Paulistão F Petrobras","INTERVALO!
Por enquanto, a Ferroviária vai vencendo por 2 a 0! #PaulistãoFemininoSicredi 
📷 Douglas Moreti/Ag. Paulistão",0,"10/29/2025 12:49",https://www.instagram.com/p/DQZ8x0vk-Mi/,"Imagem do Instagram",,Total,5802,1746,78,2,0,1,1
18078356942147346,17841429857362439,paulistaof,"Paulistão F Petrobras","É REDE!
Mais um das Guerreiras Grenás! Agora foi a vez de @mylenaf02 balançar as redes em Araraquara.
#PaulistãoFemininoSicredi",15,"10/29/2025 12:45",https://www.instagram.com/reel/DQZ8VSOCE4E/,"Reel do Instagram",,Total,11489,7801,255,9,2,10,2
