"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18382128235158231,17841400861993763,matheusgonze1,"Matheus Gonze","Desafio de passe com os jogadores do @oficialnovorizontino ⚽️ O final vai te surpreender😂",43,"02/27/2026 15:48",https://www.instagram.com/reel/DVR74T_D5FU/,"Reel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
17920900290266766,17841402427694422,geovannihenrique,"Geovanni Henrique","EP 4 - Contos do Interior 🚜⚽️ A relação de Nando Reis, James Rodríguez e a Colômbia, com o @xvdejau_oficial 🐓🟢🟡 #nandoreis #jamesrodriguez #colombia #futebol #PaulistaoA3Rivalo",106,"02/27/2026 15:30",https://www.instagram.com/reel/DVR6UMQESxn/,"Reel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
18108608386779629,17841401683210430,portalr7,"Portal R7","Qual o clássico favorito dos jogadores do Timão? O elenco abriu o jogo e revelou qual partida é a mais especial de jogar. Spoiler: a opinião não é unânime! 👀⚽⁣
⁣
➡️ Veja as principais notícias sobre o Campeonato Paulista 2026 em R7.com/esportes. O link está na bio.⁣⁣
#PortalR7 #R7 #PaulistãoNaRECORD",52,"02/27/2026 08:01",https://www.instagram.com/reel/DVRG0_DClwz/,"Reel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
18036580022576367,17841405688144679,rivalobrasil,"Rivalo Brasil","Melhores desempenhos individuais e coletivos Rivalo em parceria com o @sofascorebr_oficial pela 11ª rodada do Paulista A2 Rivalo 2026! ⚽

Seu time já está fazendo sequência ou é a primeira vez dele aqui? 🤔

Arrasta pro lado e vem descobrir! 💥

#Rivalo #NadaGanhadaEmocao #JoguecomResponsabilidade +18 #RivaloSofascore",0,"02/26/2026 08:40",https://www.instagram.com/p/DVOmiLaDiPd/,"Carrossel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
17896468470404716,17841427986572591,barretosec,"Barretos Esporte Clube - Perfil Oficial","SERIA O GOL MAIS RÁPIDO DO PAULISTÃO 2026?!🤯⚽

Olha o que o Wendel Alex aprontou no pontapé inicial da partida do Touro do Vale contra o Jabaquara. Do meio de campo, logo após o apito inicial, em menos de 5 SEGUNDOS DE JOGO, ele soltou uma bomba que explodiu no travessão do goleiro, pela 6ª rodada do #PaulistaoA4Rivalo.

Se essa bola entra… seria o gol mais rápido do Paulistão 2026! 😳🔥

#TouroDoVale #BarretosEC #JuntosPeloTouro #PaulistaoA4Rivalo",17,"02/26/2026 05:54",https://www.instagram.com/reel/DVOTUv-jXMW/,"Reel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
18082060343021275,17841401349361758,aafrancana,"Associação Atlética Francana","Dia de jogo!

Paulistão A3 Rivalo

​""Onde a Feiticeira joga, a torcida dá o show!""

Francana vs Río Branco

📆 25 Fev- quarta-19H30
🏟️ Lanchão 

A Rivalo joga junto, apoia a cidade e a Francana!

“AMOR,RAIZ E CULTURA.”
NADA GANHA DA 
EMOÇÃO!

#avanteveterana #feiticeira

UNIÃO E TRANSPARÊNCIA
@r._flores @lkportodesign
@prefeituradefranca
@fpf_oficial
@paulistao
@rivalobrasil 
@saudeokacademia
@arizonasolados
@sucostingah 
@algi_car
@consorciomagalu
@unimedfranca
@junpeuniformes
@bentosoaresmultimarcas
@loja.header
@q2ingressos
@com4oficial

#veterana #francana #futebol futebolpaulista futebolinterior tradição clube profissional sub23 sub20 sub17 sub15,",18,"02/25/2026 12:17",https://www.instagram.com/reel/DVMaoFiEWxj/,"Reel do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
18070287317210969,17841403734375167,sindicatodeatletas,"Sindicato de Atletas SP","🏆 Seleção dos Atletas
Paulistão A4 Rivalo 2026

Confira as seleções da 5ª rodada do Paulistão A4 Rivalo 2026.

⭐ GOL - Kayque Maranhão (Tanabi)
⭐ LD - Dedé (Araçatuba)
⭐ ZAG - Vitão (Araçatuba)
⭐ ZAG - Bernardo (Tanabi)
⭐ LE - Severo (Lemense) 
⭐ VOL - Vinicius Neves (Jacareí)
⭐ VOL - Lucas Porto (Suzano)
⭐ MC - Gabriel Chiari (Barretos)
⭐ ATA - Juninho (Penapolense)
⭐ ATA - Theo Lanza (Jacareí)
⭐ ATA - Natã (Lemense)

Aqui, atleta vota em atleta!

#SeleçãodosAtletas #PaulistaoA4 #AtletaVotaemAtleta #SindicatodeAtletasSP #FPF #FutebolInterior

🎯 MKT Digital: @digitalsportspress",0,"02/25/2026 02:44",https://www.instagram.com/p/DVLZEu1D7xg/,"Imagem do Instagram","Ocorreu um erro ao computar métricas.",-,,,,,,,
18054399449465101,17841400074692954,paulistao,Paulistão,"RECORDE DO MISTER NA BRIOSA! 🔥
Nessa 8ª rodada do #PaulistaoA3Rivalo, Sergio Guedes completou 150 jogos como treinador da Portuguesa Santista e foi homenageado pelo clube. 
📷João Jardim/Agência Briosa",0,"02/23/2026 14:00",https://www.instagram.com/p/DVHXoMBkyei/,"Imagem do Instagram",,Total,49047,28867,619,10,0,11,7
18387113857157068,17841400074692954,paulistao,Paulistão,"É HORA DE DEFINIR O PRIMEIRO FINALISTA DO PAULISTÃO CASAS BAHIA!
Tigre e Timão se enfrentam nesse sábado. E aí, quem leva a melhor no duelo?
#PaulistãoCasasBahia",0,"02/27/2026 19:05",https://www.instagram.com/p/DVSNthMEkyc/,"Imagem do Instagram",,Total,116615,65127,4386,129,0,48,39
18102175213704379,17841400074692954,paulistao,Paulistão,"JOGAR CLÁSSICO É...
O elenco do Tricolor respondeu! Domingo tem Choque-Rei valendo vaga na final! Ao vivo na Record, CazéTV, TNT e HBO Max, às 20h30!
#PaulistãoCasasBahia #Itaipava #SãoPaulo",25,"02/27/2026 16:00",https://www.instagram.com/reel/DVR4j7WAWbT/,"Reel do Instagram",,Total,63606,41290,6405,85,23,60,90
18386766493158969,17841400864030342,casasbahia,"Casas Bahia 💙","Quem vai levantar a taça do Paulistão 2026? 🏆⚽​

Conta aqui nos comentários qual é o seu palpite e já marca a galera pra começar aquela resenha de torcedor. 👇 #PaulistaoCasasBahia",22,"02/27/2026 15:50",https://www.instagram.com/reel/DVR8j5QD6ff/,"Reel do Instagram",,Total,63645,44017,821,38,1,146,0
18383814850154084,17841400074692954,paulistao,Paulistão,"LUKETA!
O atacante do Sertãozinho foi eleito pela torcida como o craque da 13ª rodada do Paulistão A2 Rivalo!
#PaulistãoA2Rivalo #CraqueDaRodada",0,"02/27/2026 15:30",https://www.instagram.com/p/DVR1G9jEk1L/,"Imagem do Instagram",,Total,50635,27554,618,16,1,28,7
17987677571951892,17841400074692954,paulistao,Paulistão,"RESTAM QUATRO! 
Assim está a classificação do Paulistão Casas Bahia antes das semifinais... quem avança para a grande decisão? Lembrando que a pontuação segue valendo para a definição do mandante dos jogos da final 👀
#PaulistãoCasasBahia",0,"02/27/2026 14:30",https://www.instagram.com/p/DVRuREREhDT/,"Carrossel do Instagram",,Total,287998,97237,12049,321,8,120,120
18090833468102892,17841400074692954,paulistao,Paulistão,"E AÍ, ACEITARIA ESSAS CONDIÇÕES? 🧐✔️
Vem ver o que a torcida do Timão faria e se você concorda com as decisões! 
#PaulistãoCasasBahia #Sil #Corinthians",97,"02/27/2026 14:15",https://www.instagram.com/reel/DVRxqy5FMNr/,"Reel do Instagram",,Total,51895,33310,2297,19,1,8,20
18108024682753487,17841400074692954,paulistao,Paulistão,"OS GOLS DE PALMEIRAS E SÃO PAULO!
Na primeira fase do Paulistão Casas Bahia, o Palmeiras venceu o São Paulo por 3 a 1 na Arena Crefisa Barueri! E no domingo, quem avança para a decisão?
#PaulistãoCasasBahia",69,"02/27/2026 14:00",https://www.instagram.com/reel/DVRrPZQEy6_/,"Reel do Instagram",,Total,257743,152135,7241,109,1,91,96
18363470875162662,17841400074692954,paulistao,Paulistão,"PLAY NA DÉCIMA RODADA! ✅
Fim de semana de muita emoção no #PaulistãoA3Rivalo!
Acompanhe tudo ao vivo no YouTube do Paulistão!",0,"02/27/2026 13:45",https://www.instagram.com/p/DVRpFwEIAP2/,"Imagem do Instagram",,Total,38346,23998,464,14,1,9,1
18325963168222994,17841400074692954,paulistao,Paulistão,"A BOLA VAI ROLAR! 🤩
Se liga nos horários dos jogos que vão movimentar mais uma rodada do #PaulistãoA2Rivalo!",0,"02/27/2026 13:30",https://www.instagram.com/p/DVRnX8KmopD/,"Imagem do Instagram",,Total,32199,18109,600,18,2,10,5
18114907798724765,17841400074692954,paulistao,Paulistão,"DUELO DE CAMISAS 10! 🐯🦅
Entre Rômulo e Memphis, somente um deles vai se classificar para a disputa da grande final do #PaulistãoCasasBahia... quem vai se sair melhor?",0,"02/27/2026 13:15",https://www.instagram.com/p/DVRlymtEssU/,"Carrossel do Instagram",,Total,80476,36997,3238,110,1,52,29
18130277323524601,17841400074692954,paulistao,Paulistão,"Arbitragem escalada para o jogo da semifinal entre Palmeiras e São Paulo!
#EscalaDeArbitragem #PaulistãoCasasBahia",0,"02/27/2026 12:57",https://www.instagram.com/p/DVRoo-JFFqT/,"Imagem do Instagram",,Total,191929,94070,6973,789,10,635,97
18071124878541195,17841426196827383,copinha,Copinha,"AS NOVIDADES NA BASE PAULISTA!
Se liga nos benefícios e mudanças do Paulista Sub-11 ao Sub-14!
#FPF",0,"02/27/2026 12:56",https://www.instagram.com/p/DVRooldlKHY/,"Carrossel do Instagram",,Total,581604,215406,12215,3570,296,257,341
