"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Outros cliques","Consumo por direcionamento de público correspondente (Photo Click)","Feedbacks negativos dos usuários: Ocultar tudo","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio"
1049222194490456,100082080567569,"Paulistão F","ARTILHARIA PESADA!
Antes dos jogos das semifinais do @brfeminino, vem ver quais foram as jogadoras das minhas equipes que mais marcaram na competição!
#ElasEmCampo",,0,"09/09/2026 15:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02p7WhLrT1FANAnhEW1xj2BAknqghnGpnSEjgTSCDJRAmoVgS5NF6EEttJVABWn5JVl,0,0,Fotos,,,,,Total,14780,10193,161,157,1,3,169,61,108,,,,,,
1049727421106600,100082080567569,"Paulistão F","UM TBT DE RESPEITO! 🥵
Quem lembra dessa bela caneta da Analuyza França? 😮‍💨🤌 #PaulistãoFPetrobras #DriblePoderoso #PausaParaHidratacaoKoleston Dona Koleston","UM TBT DE RESPEITO! 🥵
Quem lembra dessa bela caneta da Analuyza França? 😮‍💨🤌 #PaulistãoFPetrobras #DriblePoderoso #PausaParaHidratacaoKoleston Dona Koleston",14,"09/10/2026 06:00",N/A,https://www.facebook.com/reel/1549845843000108/,1,0,Vídeos,,,,,Total,3339,2884,23,22,0,1,23,23,,,17496.213,6.085,0,0,0
1049814934431182,100082080567569,"Paulistão F","DISPUTA MAJESTOSA NA ARTILHARIA DO @brfeminino!
Três Brabas e três Tricolores estão próximas na tabela de artilheiras do Brasileirão Feminino! 
#ElasEmCampo",,0,"09/10/2026 08:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02LTDUWRkdf42vkq7oEkjN595RcpvQSKWcdDpbWf38wjK16Tj96ciHTWEVgNNETS9Ql,0,0,Fotos,,,,,Total,9935,6608,133,126,5,2,155,81,74,,,,,,
1050059024406773,100082080567569,"Paulistão F","PAULISTAS GOLEADORAS!
Dos sete gols marcados até aqui na Copa do Mundo Sub-20, cinco foram de atletas do #FutebolPaulista. Vem conferir cada um 👀⚽️
#ElasEmCampo #SeleçãoBrasileira",,29,"09/10/2026 14:35",auto,https://www.facebook.com/paulistaof/posts/pfbid02iVJTUFR6N8Ek7yjPeSasZQiemLehgXaemgh5xSeEdF7FW6ajPc4yCyoAHaKwsRAHl,1,0,Fotos,,,,,Total,705,489,24,21,1,2,14,8,6,,,,,,
1050223354390340,100082080567569,"Paulistão F","PELA LIDERANÇA! 🌟
Já classificada, a #SeleçãoBrasileira vai em busca da vitória para assumir o primeiro lugar do Grupo B e manter a invencibilidade!
#ElasEmCampo #CopaDoMundoFemininaSub20",,0,"09/10/2026 20:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid02W9KXoZNdyPLjgebGJuVEZBzxp35AP7798Zot6nPP4HhiadhU5Gs7vfu6HDfNoQVfl,0,0,Fotos,,,,,Total,15533,11295,338,318,11,9,261,153,108,,,,,,
1050616251017717,100082080567569,"Paulistão F","DIVISÃO DOS POTES!
Com o Corinthians como cabeça de chave e o Palmeiras no Pote 4, assim ficou a divisão das equipes que vão disputar a @libertadoresfem este ano. Quais confrontos teremos na primeira fase?
#ElasEmCampo",,0,"09/11/2026 07:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid029X2rZY1NcauwAZ22woNund5yGBtFtBsnanm6L8tmbVBfGLx2H5QwQJUkWf9HxUsnl,0,0,Fotos,,,,,Total,46306,32756,314,296,5,13,1207,821,386,,,,,,
1050665414346134,100082080567569,"Paulistão F","DE VIRADA É MAIS GOSTOSO! 🇧🇷
O Brasil vira para cima da Inglaterra e crava a liderança do Grupo B ao final da primeira fase da Copa do Mundo Feminina Sub-20!
#ElasEmCampo #SeleçãoBrasileira
📷Luciana Vermell /CBF",,0,"09/11/2026 08:10",N/A,https://www.facebook.com/paulistaof/posts/pfbid02PfXbaBL9T9kGQzUE4QxTyxWf63NWsCbrygU8BiisKuVrBzxDtBUjMsExZodJ99bbl,0,0,Fotos,,,,,Total,40773,29780,1522,1417,45,60,519,271,248,2,,,,,
1050756621003680,100082080567569,"Paulistão F","QUE GO-LA-ÇO DA GISELE!
Destaque do Grêmio na @copinha do ano passado, a atacante garantiu a vitória da Seleção Brasileira na Copa do Mundo Feminina Sub-20!
#ElasEmCampo #CopinhaFeminina #SeleçãoBrasileira 
🎥@fifawomensworldcup","QUE GO-LA-ÇO DA GISELE!
Destaque do Grêmio na @copinha do ano passado, a atacante garantiu a vitória da Seleção Brasileira na Copa do Mundo Feminina Sub-20!
#ElasEmCampo #CopinhaFeminina #SeleçãoBrasileira 
🎥@fifawomensworldcup",54,"09/11/2026 10:16",N/A,https://www.facebook.com/reel/1056482040616656/,0,0,Vídeos,,,,,Total,9590,9189,473,457,7,9,259,259,,,118675.446,13.061,0,0,0
1050852754327400,100082080567569,"Paulistão F","QUE ISSO, DOS SANTOS! 🔥🤩
A D7️⃣ passou por todo mundo com muita categoria! 👏👏👏 #PaulistãoFPetrobras #DriblePoderoso #PausaParaHidratacaoKoleston Wella Brasil","QUE ISSO, DOS SANTOS! 🔥🤩
A D7️⃣ passou por todo mundo com muita categoria! 👏👏👏 #PaulistãoFPetrobras #DriblePoderoso #PausaParaHidratacaoKoleston Wella Brasil",15,"09/11/2026 13:00",N/A,https://www.facebook.com/reel/1990163428363510/,1,0,Vídeos,,,,,Total,1609,1380,15,15,0,0,17,17,,,9613.325,7.244,0,0,0
1050905367655472,100082080567569,"Paulistão F","O QUE VOCÊ NÃO VIU NO PÊNALTI DA CLARINHA! 👀
Que a batida foi bonita você já sabe, mas será que percebeu esse truque das jogadoras para confundir a goleira?
#ElasEmCampo #SeleçãoBrasileira #CopaDoMundoFemininaSub20 
🎥CazéTV","O QUE VOCÊ NÃO VIU NO PÊNALTI DA CLARINHA! 👀
Que a batida foi bonita você já sabe, mas será que percebeu esse truque das jogadoras para confundir a goleira?
#ElasEmCampo #SeleçãoBrasileira #CopaDoMundoFemininaSub20 
🎥CazéTV",43,"09/11/2026 14:40",auto,https://www.facebook.com/reel/1812861279902920/,1,0,Vídeos,,,,,Total,148184,138814,1772,1655,86,31,10291,10291,,,2066136.771,15.595,0,0,0
1050916870987655,100082080567569,"Paulistão F","TUDO DEFINIDO!
Vem conferir as datas e horários das semifinais do Paulista F Sub-15 Petrobras!
#PaulistaFSub15Petrobras",,0,"09/11/2026 15:07",N/A,https://www.facebook.com/paulistaof/posts/pfbid033haBfJciMnpV7ML3wUvYbqXgYzcJkXid7fvxvhSQZ5xDs9TqBMnMhJJQ7sLk651Kl,0,0,Fotos,,,,,Total,9538,6811,79,74,2,3,253,42,211,,,,,,
1050927560986586,100082080567569,"Paulistão F","GOLAÇO DE COBERTURA!
Maria Cristina fechou a goleada do São José para cima do Lemense na Taça Paulistana Petrobras com essa pintura!
#TaçaPaulistanaPetrobras","GOLAÇO DE COBERTURA!
Maria Cristina fechou a goleada do São José para cima do Lemense na Taça Paulistana Petrobras com essa pintura!
#TaçaPaulistanaPetrobras",46,"09/11/2026 15:30",auto,https://www.facebook.com/reel/1054938717330898/,0,0,Vídeos,,,,,Total,5979,5866,124,116,5,3,100,100,,,62189.565,10.843,0,0,0
1050943407651668,100082080567569,"Paulistão F","PODE GOL DE VOLEIO?
A Isabela Boccia abriu a vitória do Mauaense na Taça Paulistana Petrobras com um gol de voleio!
#TaçaPaulistanaPetrobras","PODE GOL DE VOLEIO?
A Isabela Boccia abriu a vitória do Mauaense na Taça Paulistana Petrobras com um gol de voleio!
#TaçaPaulistanaPetrobras",57,"09/11/2026 16:00",auto,https://www.facebook.com/reel/2617062055391419/,0,0,Vídeos,,,,,Total,1176,1112,13,13,0,0,9,9,,,9136.009,8.142,0,0,0
1050956310983711,100082080567569,"Paulistão F","QUE BOMBA!
A Manu mandou essa lá onde dorme a coruja!
#PaulistaFSub17Petrobras","QUE BOMBA!
A Manu mandou essa lá onde dorme a coruja!
#PaulistaFSub17Petrobras",41,"09/11/2026 16:30",auto,https://www.facebook.com/reel/1792016075271994/,0,0,Vídeos,,,,,Total,3772,3636,57,55,1,1,52,52,,,38633.44,10.77,0,0,0
1050970060982336,100082080567569,"Paulistão F","DE PÉ EM PÉ!
Tabelinha bem feita = bola na rede e o Audax sabe muito bem disso!
#PaulistaFSub17Petrobras","DE PÉ EM PÉ!
Tabelinha bem feita = bola na rede e o Audax sabe muito bem disso!
#PaulistaFSub17Petrobras",71,"09/11/2026 17:00",auto,https://www.facebook.com/reel/4653531074975857/,0,0,Vídeos,,,,,Total,2252,2222,33,29,4,0,35,35,,,25102.676,11.541,0,0,0
1051338174278858,100082080567569,"Paulistão F","VEM ASSISTIR À TAÇA PAULISTANA PETROBRAS!
Os três confrontos da terceira rodada vão rolar nesse final de semana!
#TaçaPaulistanaPetrobras",,0,"09/12/2026 04:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02FEV7NddNDV6XtNtf3Yh6mnMruXyGkouPqxeDK2M5iJ7VKPrjeWrnK29xKWaA2TdJl,0,0,Fotos,,,,,Total,1512,1172,12,9,0,3,6,2,4,,,,,,
1051417780937564,100082080567569,"Paulistão F","VAMOS, SÃO PAULO! 🇾🇪
O Tricolor enfrenta seu primeiro confronto pela semifinal do @brfeminino!
#ElasEmCampo",,0,"09/12/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0qsBrmXNF9e7gJQ1er1n6SjipSBJoYyJEUrw5qmhVMhfqWJ6QK95rsF9n92yAYTtFl,0,0,Fotos,,,,,Total,10482,7309,332,307,19,6,237,149,88,,,,,,
1051457320933610,100082080567569,"Paulistão F","O CAMINHO DO SÃO PAULO! 🇾🇪
Vem conferir como foi a campanha do Tricolor no @brfeminino antes da semifinal contra o Flamengo!
#ElasEmCampo",,0,"09/12/2026 07:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0aud5mXkcBTRvMf9PAWT7WG5Ykm7ZL7E28wpNZu3xk8TxvRgyhi8mHFLnop3st9BTl,0,0,Fotos,,,,,Total,2352,1677,29,26,0,3,22,9,13,,,,,,
1051704057575603,100082080567569,"Paulistão F","ADVERSÁRIO DEFINIDO!
Brasil e Estados Unidos será o confronto das oitavas de final da Copa do Mundo Sub-20. QUE JOGÃO! 🔥
#ElasEmCampo #Seleção #CopaDoMundoSub20",,0,"09/12/2026 13:35",N/A,https://www.facebook.com/paulistaof/posts/pfbid0esHsojxeYRYKYJiHHBdDuTWCjZaZuro7NFMVEGzmJ234goWvUewGpDAp25oURU3il,0,0,Fotos,,,,,Total,20588,14502,319,286,25,8,759,588,171,,,,,,
1051733390906003,100082080567569,"Paulistão F","TUDO IGUAL!
Mylena só mandou para o fundo da rede para deixar tudo igual na semifinal.
#ElasEmCampo
🎥 @tvglobo","TUDO IGUAL!
Mylena só mandou para o fundo da rede para deixar tudo igual na semifinal.
#ElasEmCampo
🎥 @tvglobo",29,"09/12/2026 14:37",auto,https://www.facebook.com/reel/1602130618240595/,0,0,Vídeos,,,,,Total,9650,8577,215,206,4,5,143,143,,,100937.824,12.133,0,0,0
1051735754239100,100082080567569,"Paulistão F","QUE TARDE ESPECIAL!
100 partidas com a camisa do Tricolor e o gol de virada para comemorar. Que momento da Robinha 😍
#ElasEmCampo #SãoPaulo
📷 Divulgação/São Paulo FC",,0,"09/12/2026 14:42",N/A,https://www.facebook.com/paulistaof/posts/pfbid0QoVXh3jHTYZQLPLPbuGw3WNf1w5FQkDe7KMtQqFe3nKUL9d6tZjMRAe2gRj4x2SAl,0,0,Fotos,,,,,Total,15456,10907,499,453,25,21,199,106,93,,,,,,
1051739424238733,100082080567569,"Paulistão F","DE VIRADA É MAIS ESPECIAL!
Robinha pegou de fora da área e colocou o Tricolor na frente.
#ElasEmCampo
🎥 @tvglobo","DE VIRADA É MAIS ESPECIAL!
Robinha pegou de fora da área e colocou o Tricolor na frente.
#ElasEmCampo
🎥 @tvglobo",62,"09/12/2026 14:50",auto,https://www.facebook.com/reel/3431900790290161/,0,0,Vídeos,,,,,Total,4857,4823,144,141,2,1,72,72,,,58531.778,12.587,0,0,0
1051743510904991,100082080567569,"Paulistão F","FECHANDO A CONTAGEM!
Nada melhor que marcar um gol no dia do seu aniversário, né, Calderan?
#ElasEmCampo 
🎥 @tvglobo","FECHANDO A CONTAGEM!
Nada melhor que marcar um gol no dia do seu aniversário, né, Calderan?
#ElasEmCampo 
🎥 @tvglobo",63,"09/12/2026 15:00",auto,https://www.facebook.com/reel/1906471694069595/,0,0,Vídeos,,,,,Total,11962,11700,202,197,4,1,185,185,,,207954.657,18.256,0,0,0
1051745114238164,100082080567569,"Paulistão F","VIRA, VIROUUUUUUU...
E o Tricolor sai na frente na busca pela vaga na final do @brfeminino.
#ElasEmCampo #SãoPaulo
📷 Thiago Ribeiro / São Paulo FC",,0,"09/12/2026 15:03",N/A,https://www.facebook.com/paulistaof/posts/pfbid02kkFAtUyyKUR3DrMmWax1uuZTSKqudt94kZGV7bSAeALzQPfxf2tgWxDXYPyMEyesl,0,0,Fotos,,,,,Total,26102,19143,1298,1213,43,42,320,188,132,,,,,,
1052162140863128,100082080567569,"Paulistão F","BORA PARA MAIS UMA!
A 6ª rodada do Paulista F Sub-17 Petrobras vai rolar na tarde desse domingo!
#PaulistaFSub17Petrobras",,0,"09/13/2026 04:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid03769ii793RURt78vo8AnXAgfRabcgdw5JPQPT5gK3USJ1FShjHFrGWhTPh4S5Wcy7l,0,0,Fotos,,,,,Total,7015,5439,57,50,2,5,78,34,44,,,,,,
1052518690827473,100082080567569,"Paulistão F","RODADA DOS VISITANTES!
Assim terminou a terceira volta da Taça Paulistana @petrobras.
#TaçaPaulistanaPetrobras",,0,"09/13/2026 13:11",N/A,https://www.facebook.com/paulistaof/posts/pfbid0cqnHufs9chZN79PoUsYrbrxzc8pgsWSqtnfDdMWk1DLiRc979oQLF6bkhEAVTmjil,0,0,Fotos,,,,,Total,2519,1923,11,11,0,0,23,9,14,,,,,,
1052540490825293,100082080567569,"Paulistão F","RODADA COMPLETA!
A sexta rodada do Paulista F Sub-17 @petrobras foi cheia de emoção. Vem conferir os resultados 👀
#PaulistaFSub17Petrobras",,0,"09/13/2026 13:55",N/A,https://www.facebook.com/paulistaof/posts/pfbid035W5ya2FvyBHEw6VdwgPj9zPZvByESB2agnhh6i1ucbCeRVJ6ZpRRiALrddPkuAUml,0,0,Fotos,,,,,Total,8161,5928,72,69,0,3,79,32,47,,,,,,
1053207290758613,100082080567569,"Paulistão F","A CAMPANHA DAS BRABAS! 🦅💜
A semifinal do @brfeminino vem aí e essa foi a campanha do Corinthians até aqui!
#ElasEmCampo #BrasileirãoFeminino",,0,"09/14/2026 09:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02fo8a4S9No6HgNbHUDvrfRJMtKcXkH8Gqndv7f2o2ugRdUWjdinwdNFY4CmXPAFFKl,0,0,Fotos,,,,,Total,6234,4482,98,94,2,2,84,48,36,,,,,,
1053214967424512,100082080567569,"Paulistão F","GRUPOS DEFINIDOS!
Corinthians e Palmeiras conheceram seus adversários na primeira fase da CONMEBOL Libertadores Femenina de 2026 🤩
#ElasEmCampo",,0,"09/14/2026 09:10",N/A,https://www.facebook.com/paulistaof/posts/pfbid02AdghBWoxD6uvJoXZiRLP2mQyLnLjBq2R8GagJ5RkyYpWFrv4LVS3AJCqDHBFB4sHl,0,0,Fotos,,,,,Total,6929,4957,104,101,0,3,149,42,107,,,,,,
1053581184054557,100082080567569,"Paulistão F","BRABAS EM CAMPO! 🦅
O Corinthians quer a vantagem na semifinal do @brfeminino.
#ElasEmCampo",,0,"09/14/2026 20:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ut2LucTkS3jKj1RPH5ZxqLEjre2n9CqaimJfB5M1f6BZQCKU2eo2DonBJu3a6jyYl,0,0,Fotos,,,,,Total,11362,7832,285,264,20,1,256,145,111,,,,,,
1054210690658273,100082080567569,"Paulistão F","FIM DA TERCEIRA RODADA!
Com o Realidade Jovem na liderança, assim está a tabela de classificação da Taça Paulistana Petrobras!
#TaçaPaulistanaPetrobras",,0,"09/15/2026 13:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid031Pa7XPv9Qbo4Y4txqTFTZpJmRS8NLQh8wzFS1Pxq4xcXgQbycirDQvXUdREsNDw5l,0,0,Fotos,,,,,Total,2278,1772,17,16,0,1,11,5,6,,,,,,
1054225837323425,100082080567569,"Paulistão F","TODOS OS CLASSIFICADOS JÁ ESTÃO DEFINIDOS!
Falta uma rodada para o fim da primeira fase do Paulista F Sub-17 Petrobras... Vem conferir como está a tabela!
#PaulistaFSub17Petrobras",,0,"09/15/2026 13:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid02TWeN5TtoxBzkh8TcgmGYQQwFuqEur2Zvk8brmbQU4icpz6wBPHn5SZTipgtZjtc2l,0,0,Fotos,,,,,Total,7538,5214,70,68,0,2,144,82,62,,,,,,
1054281440651198,100082080567569,"Paulistão F","O PAULISTA F SUB-13 PETROBRAS VEM AI!
Com sede em Rio Claro e início no dia 27 de setembro, confira a primeira rodada da competição!
#PaulistaFSub13Petrobras",,0,"09/15/2026 15:22",N/A,https://www.facebook.com/paulistaof/posts/pfbid026u82Wroy6FxYmT7T1Y8S8BU8g3kNX4NzhTjAnYWNySpYkQBR9skNNjAYYxBQPnG2l,0,0,Fotos,,,,,Total,2572,1980,16,14,0,2,17,6,11,,,,,,
1054415543971121,100082080567569,"Paulistão F","VITÓRIA DAS BRABAS!
O Corinthians garante a vantagem na semifinal do @brfeminino!
#ElasEmCampo
📷Rodrigo Gazzanel/Corinthians",,0,"09/15/2026 19:40",N/A,https://www.facebook.com/paulistaof/posts/pfbid029vWhs7GvDNmAm8PrfAVkRM8dyyBRrR9KqhHiCr7ssxtrMQUe6YNuukH3fJLu1Tupl,0,0,Fotos,,,,,Total,27625,20582,839,792,25,22,304,174,130,,,,,,
1054430210636321,100082080567569,"Paulistão F","RUMO ÀS QUARTAS DE FINAL!
A #SeleçãoBrasileira enfrenta os Estados Unidos nas oitavas da Copa do Mundo Feminina Sub-20!
#ElasEmCampo #CopaDoMundoSub20",,0,"09/15/2026 20:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid02ZsStNdzdDRPJYYVXyWnYA9jKBgWKKXhmh9efbSYJDCL4bwQf8bZwN26bAxRKKYq1l,0,0,Fotos,,,,,Total,14030,10258,293,277,12,4,334,235,99,,,,,,
1054900333922642,100082080567569,"Paulistão F","A SELEÇÃO BRASILEIRA ESTÁ NAS QUARTAS DE FINAL DA COPA DO MUNDO FEMININA SUB-20! 🇧🇷🇧🇷🇧🇷🇧🇷
#ElasEmCampo #CopaDoMundoFemininaSub20",,0,"09/16/2026 08:46",N/A,https://www.facebook.com/paulistaof/posts/pfbid0xa5twDyh59xi5kfhpLFVKoEYEvko8vX3NSDZ6xLDSVDxJ6tg5ZaMTT2YespmPzsGl,0,0,Fotos,,,,,Total,4150,2976,159,149,5,5,79,45,34,,,,,,
1054901493922526,100082080567569,"Paulistão F","FOI NA EMOÇÃO! FOI NOS PÊNALTIS!
A Seleção Brasileira bate os Estados Unidos nas penalidades e garante vaga nas quartas de final da Copa do Mundo Feminina Sub-20!
#ElasEmCampo #CopaDoMundoFemininaSub20
📷Luciana Vermell/CBF",,0,"09/16/2026 08:48",N/A,https://www.facebook.com/paulistaof/posts/pfbid0UtG2BCMaKx1gcX63XMBJPGaqZpRc55ForTfLHvYMGviN5B3oTHeG7HmoQgx7WzU8l,0,0,Fotos,,,,,Total,200376,144946,4081,3830,123,128,3723,2636,1087,,,,,,
